G,L2,R2,W3,cg_R1,cg_R2,S11_Linear,S11_Real,S11_Img
150,37,20,19,30,41,0.42693832,0.10824369551625,-0.41292703752167
150,37,20,19,30,48,0.44081363,0.093124960207194,-0.43075851128604
150,37,20,19,30,55,0.46072788,0.081174031791595,-0.45331752022943
150,37,20,14,30,20,0.44052019,0.17869640301265,-0.40264535824519
150,37,20,14,30,27,0.44696744,0.17164426531226,-0.4126905461917
150,37,20,14,30,34,0.45701489,0.16598628269539,-0.42579312436454
150,37,20,14,30,41,0.46951573,0.16240622470445,-0.44050381175789
150,37,20,14,30,48,0.48382184,0.16174692300878,-0.45592916679194
150,37,20,14,30,55,0.49879781,0.16459260841051,-0.47076997147201
150,37,20,9,30,20,0.45356776,0.20630922961845,-0.40392921108397
150,37,20,9,30,27,0.4611275,0.20457983362642,-0.41326211654849
150,37,20,9,30,34,0.47054989,0.20509010466358,-0.42350299700175
150,37,20,9,30,41,0.47976446,0.20718229934454,-0.4327202207953
150,37,20,9,30,48,0.48861398,0.21081768378601,-0.4407861594277
150,37,20,9,30,55,0.49609055,0.21528612924032,-0.44692843800231
155,37,16,19,30,20,0.47874284,0.17739984844816,-0.44462081807509
155,37,16,19,30,27,0.48719632,0.16761664310485,-0.45740381269874
155,37,16,19,30,34,0.49723862,0.15775061241969,-0.47147613043691
155,37,16,19,30,41,0.51417082,0.15196467053536,-0.49107281132899
155,37,16,19,30,48,0.5328969,0.1492069837942,-0.51137125173429
155,37,16,19,30,55,0.5517249,0.15062441590965,-0.53045657152161
155,37,16,14,30,20,0.51333031,0.21634528726392,-0.46548423175649
155,37,16,14,30,27,0.52446993,0.21506826452258,-0.47830123139294
155,37,16,14,30,34,0.53532566,0.21511014685438,-0.49013888123292
155,37,16,14,30,41,0.54875737,0.21910143456778,-0.50302582830879
155,37,16,14,30,48,0.56064906,0.22466823483966,-0.51354440464474
155,37,16,14,30,55,0.56958556,0.23083390584393,-0.5205780314935
155,37,16,9,30,20,0.52712645,0.25076181104945,-0.46363393091303
155,37,16,9,30,27,0.53630923,0.25357658217198,-0.47253974713155
155,37,16,9,30,34,0.54373203,0.25691762658433,-0.47916087220592
155,37,16,9,30,41,0.55177105,0.26221873527543,-0.48542757571342
155,37,18,9,30,48,0.55744948,0.26717230381486,-0.48919177813363
155,37,18,9,30,55,0.56044598,0.27105456634887,-0.49047338443183
155,37,18,19,30,20,0.46090107,0.17290373375007,-0.42719705165288
155,37,18,19,30,27,0.46516269,0.15976525954907,-0.43682146546354
155,37,18,19,30,34,0.4734383,0.14671909344217,-0.45007383600016
155,37,18,19,30,41,0.48735972,0.13450724782981,-0.4683335241667
155,37,18,19,30,48,0.50593827,0.12555109480211,-0.48993321078986
155,37,18,19,30,55,0.52727632,0.12141593207861,-0.51279752364083
155,37,18,14,30,20,0.498999,0.20638771449081,-0.45429074682888
155,37,18,14,30,27,0.50850784,0.20198717418799,-0.46663107390781
155,37,18,14,30,34,0.52047434,0.20012868488536,-0.48039790046482
155,37,18,14,30,41,0.53433934,0.20091921130321,-0.49502891584316
155,37,18,14,30,48,0.5483103,0.20467993070751,-0.50853855209093
155,37,18,14,30,55,0.56005725,0.21042728387308,-0.51885450517679
155,37,18,9,30,20,0.51747762,0.24061120593533,-0.45811287801286
155,37,18,9,30,27,0.52621062,0.24155051583169,-0.46745997171113
155,37,18,9,30,34,0.53539996,0.24462675204555,-0.47619997360678
155,37,18,9,30,41,0.54394468,0.24878806837173,-0.4836545471983
155,37,18,9,30,48,0.55113215,0.25374364300084,-0.48917228830519
155,37,18,9,30,55,0.55555133,0.25814960261726,-0.49185034186412
155,37,20,19,30,20,0.44278066,0.1739098530019,-0.40714499374192
155,37,20,19,30,27,0.44263949,0.15868746031942,-0.41317460343524
155,37,20,19,30,34,0.4458082,0.14178255911444,-0.42262264254618
155,37,20,19,30,41,0.4554621,0.12370640195329,-0.43828473217434
155,37,20,19,30,48,0.47103233,0.10687834959898,-0.45863273028527
155,37,20,19,30,55,0.49233853,0.093850361538525,-0.48306551913061
155,37,20,14,30,20,0.48166083,0.19860107991691,-0.43878642344231
155,37,20,14,30,27,0.48937976,0.190936315965,-0.45056243243154
155,37,20,14,30,34,0.50029418,0.18514304221833,-0.4647238877068
155,37,20,14,30,41,0.51499504,0.18211802549204,-0.4816295369224
155,37,20,14,30,48,0.53109795,0.18255189356532,-0.49859381163414
155,37,20,14,30,55,0.54603206,0.18620427008536,-0.51310182819413
155,37,20,9,30,20,0.50493784,0.23021700685053,-0.44938115197064
155,37,20,9,30,27,0.51369109,0.22918988786699,-0.45969874401419
155,37,20,9,30,34,0.52372045,0.2304611589666,-0.47024149183189
155,37,20,9,30,41,0.53396337,0.23372229056263,-0.48003091977214
155,37,20,9,30,48,0.54309715,0.2382757534816,-0.48795361002396
155,37,20,9,30,55,0.5494269,0.24282738883515,-0.49275696835877
140,37,16,19,40,20,0.26697405,0.13158912822322,-0.23016783189577
140,37,16,19,40,27,0.27228134,0.1204715430146,-0.24251313942735
140,37,16,19,40,34,0.28150135,0.10980342617742,-0.25794460940817
140,37,16,19,40,41,0.29653867,0.10213246799609,-0.27756405965197
140,37,16,19,40,48,0.31614836,0.097730029155725,-0.3001763458206
140,37,16,19,40,55,0.33861162,0.097391525396784,-0.32403652512276
140,37,16,14,40,20,0.27651181,0.16259131269807,-0.2203350074199
140,37,16,14,40,27,0.2848164,0.15798596208073,-0.23423458879986
140,37,16,14,40,34,0.29724206,0.15655334629407,-0.25049530543184
140,37,16,14,40,41,0.31243625,0.15820300364887,-0.26772324160795
140,37,16,14,40,48,0.32961293,0.16333616225166,-0.28498558957686
140,37,16,14,40,55,0.34768045,0.17292965648684,-0.30059925462038
140,37,16,9,40,20,0.27932498,0.18896866417162,-0.20088465365617
140,37,16,9,40,27,0.28813553,0.18914273124479,-0.2132090624179
140,37,16,9,40,34,0.29969142,0.19244852935372,-0.22619792645715
140,37,16,9,40,41,0.31268006,0.19899690334349,-0.23815118401818
140,37,18,9,40,48,0.32620513,0.20800372138018,-0.24867419142976
140,37,18,9,40,55,0.33891649,0.219087098544,-0.25625054107639
140,37,18,19,40,20,0.25549513,0.12498015590453,-0.22071662785352
140,37,18,19,40,27,0.25851447,0.11200320129207,-0.23132690395336
140,37,18,19,40,34,0.26547513,0.098668055822347,-0.24522820231266
140,37,18,19,40,41,0.27818708,0.087024912854714,-0.26341506951258
140,37,18,19,40,48,0.29638184,0.077712402406228,-0.28556286570923
140,37,18,19,40,55,0.31986687,0.072734615310144,-0.31129596026493
140,37,18,14,40,20,0.26617272,0.15522903595708,-0.21288277116802
140,37,18,14,40,27,0.27278205,0.14826473912948,-0.22621408117042
140,37,18,14,40,34,0.28366008,0.14375458949014,-0.24235815139038
140,37,18,14,40,41,0.29839444,0.14275681251826,-0.26037160549624
140,37,18,14,40,48,0.31582875,0.14479414671241,-0.27946125560695
140,37,18,14,40,55,0.33563069,0.15264030621496,-0.29802729789417
140,37,18,9,40,20,0.27015979,0.18082311257201,-0.19583163120141
140,37,18,9,40,27,0.27820157,0.17964950333309,-0.20821089853163
140,37,18,9,40,34,0.28925146,0.18130742350756,-0.22180178176324
140,37,18,9,40,41,0.30236639,0.18607719704283,-0.23535072768475
140,37,18,9,40,48,0.31643951,0.19401972037905,-0.24743401951846
140,37,18,9,40,55,0.33026701,0.20471012273335,-0.25692101551833
140,37,20,19,40,20,0.24341749,0.12118141077859,-0.20889612872632
140,37,20,19,40,27,0.24310137,0.10620057731929,-0.21688714978287
140,37,20,19,40,34,0.24728515,0.090786825662312,-0.2287436084853
140,37,20,19,40,41,0.25698669,0.075374296451821,-0.24487662226229
140,37,20,19,40,48,0.27260762,0.06094790986559,-0.26527564051348
140,37,20,19,40,55,0.29478615,0.049498122076421,-0.29044367448333
140,37,20,14,40,20,0.25447835,0.14864840458243,-0.20308272108986
140,37,20,14,40,27,0.25906969,0.13980910674447,-0.21523451012124
140,37,20,14,40,34,0.26783802,0.13224960102038,-0.23065547666207
140,37,20,14,40,41,0.28122918,0.12755281639128,-0.24896209724759
140,37,20,14,40,48,0.2988299,0.12647257359362,-0.26957246454792
140,37,20,14,40,55,0.31929883,0.13023205037412,-0.29074226293995
140,37,20,9,40,20,0.26054505,0.17409969312923,-0.18879082728627
140,37,20,9,40,27,0.26681357,0.17009960081912,-0.20122720032564
140,37,20,9,40,34,0.277052,0.16966417310239,-0.21541577957354
140,37,20,9,40,41,0.28993101,0.17217068989798,-0.23032377311821
140,37,20,9,40,48,0.3048173,0.17852892532774,-0.24463555459193
140,37,20,9,40,55,0.31961629,0.18810136655759,-0.25627634093801
145,37,16,19,40,20,0.3639232,0.1267810592295,-0.34109432491484
145,37,16,19,40,27,0.37100891,0.11578141347304,-0.35246723614559
145,37,16,19,40,34,0.38273661,0.10562058845808,-0.36787340893518
145,37,16,19,40,41,0.39893902,0.098259794109927,-0.38664456134529
145,37,16,19,40,48,0.41990217,0.094498893859226,-0.40909660920085
145,37,16,19,40,55,0.44183863,0.096436905726489,-0.43110209714373
145,37,16,14,40,20,0.37964697,0.15833070401987,-0.34493652681372
145,37,16,14,40,27,0.39002513,0.15486541824838,-0.35788227506559
145,37,16,14,40,34,0.40389353,0.15442260126247,-0.37316426834664
145,37,16,14,40,41,0.41932902,0.15794186466945,-0.38842823600744
145,37,16,14,40,48,0.43598307,0.16532950807417,-0.40341391701433
145,37,16,14,40,55,0.44969868,0.17612595749744,-0.41377095964159
145,37,16,9,40,20,0.38267293,0.1866975397517,-0.3337768905712
145,37,16,9,40,27,0.39263984,0.18836251202947,-0.34429594194353
145,37,16,9,40,34,0.4043874,0.19323705435092,-0.35506143672408
145,37,16,9,40,41,0.41540518,0.20076197022839,-0.36352531522748
145,37,18,9,40,48,0.42546007,0.2102679002582,-0.36972620730732
145,37,18,9,40,55,0.43153537,0.22000314294453,-0.37107134779812
145,37,18,19,40,20,0.35057141,0.12142388356071,-0.32884632023976
145,37,18,19,40,27,0.35522111,0.10870729171391,-0.33816787462103
145,37,18,19,40,34,0.36414539,0.095486947674964,-0.35140233773715
145,37,18,19,40,41,0.37830551,0.083362404937323,-0.36900115145809
145,37,18,19,40,48,0.39817067,0.073807618468817,-0.39123018179184
145,37,18,19,40,55,0.42116462,0.069662442479065,-0.41525182836688
145,37,18,14,40,20,0.36732046,0.15013628889678,-0.33511109056196
145,37,18,14,40,27,0.37661452,0.14406514194185,-0.34789301003986
145,37,18,14,40,34,0.38971564,0.14048911906379,-0.36347407048781
145,37,18,14,40,41,0.40562912,0.14072435020265,-0.38042379252406
145,37,18,14,40,48,0.42378919,0.14532169095141,-0.39809328367655
145,37,18,14,40,55,0.43997831,0.15428011464777,-0.41204143782058
145,37,18,9,40,20,0.37292404,0.17783355722543,-0.32751932639435
145,37,18,9,40,27,0.38220557,0.17753077997249,-0.33824126994366
145,37,18,9,40,34,0.39465402,0.18071972922184,-0.35068178938389
145,37,18,9,40,41,0.40691075,0.18692001890557,-0.36131024957501
145,37,18,9,40,48,0.41887201,0.19569690793711,-0.37024002707921
145,37,18,9,40,55,0.42642939,0.20549647309752,-0.37351948733005
145,37,20,19,40,20,0.33677375,0.11988860038849,-0.31468802520461
145,37,20,19,40,27,0.33823993,0.10543916353012,-0.32137648498291
145,37,20,19,40,34,0.34348886,0.089687328080178,-0.33157243420005
145,37,20,19,40,41,0.35393882,0.073395479136547,-0.3462412926596
145,37,20,19,40,48,0.37118426,0.057764322817147,-0.36662497334896
145,37,20,19,40,55,0.39314582,0.04593725586331,-0.39033320346878
145,37,20,14,40,20,0.35384348,0.14381558581913,-0.32317834988307
145,37,20,14,40,27,0.36092536,0.13531853327697,-0.33451611762082
145,37,20,14,40,34,0.37234771,0.1282235761254,-0.34953254694224
145,37,20,14,40,41,0.38765199,0.12408952842954,-0.36724365705172
145,37,20,14,40,48,0.40698723,0.12418723209506,-0.3875772001297
145,37,20,14,40,55,0.42555631,0.13002302679443,-0.40519946552824
145,37,20,9,40,20,0.36124111,0.1695705129104,-0.31866320590232
145,37,20,9,40,27,0.37021288,0.16708774849326,-0.33012347818249
145,37,20,9,40,34,0.38256344,0.16781401420114,-0.3436303580623
145,37,20,9,40,41,0.39554887,0.17174421812762,-0.35619956117235
145,37,20,9,40,48,0.40935317,0.17917907942205,-0.36796722639529
145,37,20,9,40,55,0.41981385,0.18882601229657,-0.37487072856088
150,37,16,19,40,20,0.43020224,0.14695198776734,-0.40430547323497
150,37,16,19,40,27,0.43769253,0.13542507349486,-0.41618344549643
150,37,16,19,40,34,0.44954451,0.12447054264003,-0.43191129136404
150,37,16,19,40,41,0.46659374,0.11678033309056,-0.4516342982815
150,37,16,19,40,48,0.48786724,0.11328051413031,-0.47433686806245
150,37,16,19,40,55,0.51102861,0.11574467812403,-0.49744095875265
150,37,16,14,40,20,0.45729516,0.18027824168542,-0.42025562871143
150,37,16,14,40,27,0.46892715,0.17749270023964,-0.43402199312314
150,37,16,14,40,34,0.48303099,0.17781468611871,-0.44907477104499
150,37,16,14,40,41,0.49841076,0.18206088536891,-0.4639048438711
150,37,16,14,40,48,0.51341284,0.19004046972734,-0.47685799187409
150,37,16,14,40,55,0.52574718,0.20047526446872,-0.48593001840052
150,37,16,9,40,20,0.46742089,0.21276547250409,-0.41618881901212
150,37,16,9,40,27,0.47767555,0.21548474394433,-0.4263087994192
150,37,16,9,40,34,0.48851007,0.22099277200045,-0.4356602424912
150,37,16,9,40,41,0.49779321,0.22828877593293,-0.44235307092618
150,37,18,9,40,48,0.50521196,0.23675624425753,-0.44629584192592
150,37,18,9,40,55,0.5094385,0.24431665254433,-0.44702864424692
150,37,18,19,40,20,0.41460575,0.1433967895995,-0.3889953147079
150,37,18,19,40,27,0.41887983,0.12964134302952,-0.39828388833239
150,37,18,19,40,34,0.4273619,0.11501210625678,-0.41154862650879
150,37,18,19,40,41,0.44171926,0.10203892583687,-0.42968611575376
150,37,18,19,40,48,0.46188843,0.091647236246637,-0.45253246354367
150,37,18,19,40,55,0.48672954,0.087061418698482,-0.47856357405396
150,37,18,14,40,20,0.44301499,0.17127389337378,-0.40856395031727
150,37,18,14,40,27,0.45337925,0.16557159228883,-0.42205155647817
150,37,18,14,40,34,0.46711177,0.16245815277128,-0.43791667519755
150,37,18,14,40,41,0.48334999,0.16335112797856,-0.45484263914858
150,37,18,14,40,48,0.50059067,0.16862905259458,-0.47122572811814
150,37,18,14,40,55,0.51629294,0.17779452189411,-0.48457696269934
150,37,18,9,40,20,0.45639412,0.20209620695337,-0.40920955707473
150,37,18,9,40,27,0.46706743,0.203202290845,-0.42054726932166
150,37,18,9,40,34,0.47867986,0.20701066005485,-0.43159735300882
150,37,18,9,40,41,0.48984983,0.21358320613458,-0.44082272883562
150,37,18,9,40,48,0.49899094,0.22173088853429,-0.44700793106218
150,37,18,9,40,55,0.50525212,0.22994497103862,-0.44988509639987
150,37,20,19,40,20,0.39960614,0.14479130658945,-0.37242302749371
150,37,20,19,40,27,0.39995117,0.12963981026564,-0.3783268375852
150,37,20,19,40,34,0.40357583,0.11233758649371,-0.38758956157638
150,37,20,19,40,41,0.41303916,0.093965821593811,-0.40215091380552
150,37,20,19,40,48,0.42935235,0.076213244207616,-0.42241373935423
150,37,20,19,40,55,0.45292604,0.062446902936302,-0.44833898686977
150,37,20,14,40,20,0.4272444,0.16535326756319,-0.39394642216792
150,37,20,14,40,27,0.43524061,0.15653180844175,-0.40610896105125
150,37,20,14,40,34,0.44717431,0.14918444034013,-0.42152971345536
150,37,20,14,40,41,0.46337343,0.14541173851465,-0.4399061520592
150,37,20,14,40,48,0.4823167,0.1460558711166,-0.45955536840094
150,37,20,14,40,55,0.50150885,0.15199109409553,-0.47774604189659
150,37,20,9,40,20,0.44378264,0.19277351165722,-0.39972574578265
150,37,20,9,40,27,0.45395617,0.19131647354913,-0.41167210267432
150,37,20,9,40,34,0.46604275,0.19256583548029,-0.4243935013354
150,37,20,9,40,41,0.47882339,0.19733065980268,-0.43625663960448
150,37,20,9,40,48,0.49064548,0.20478469578555,-0.44584274226284
150,37,20,9,40,55,0.49954604,0.21328606001946,-0.45170131353667
155,37,16,19,40,20,0.46748304,0.16786436139333,-0.43626901856632
155,37,16,19,40,27,0.47522893,0.15543327072678,-0.44904189917447
155,37,16,19,40,34,0.4879277,0.14414589347952,-0.4660663939507
155,37,16,19,40,41,0.50610784,0.13644887759518,-0.4872152068484
155,37,16,19,40,48,0.52871364,0.13342409348461,-0.51132993564498
155,37,16,19,40,55,0.55198326,0.13651028124666,-0.53442239992678
155,37,16,14,40,20,0.50598507,0.20411318811752,-0.46294856350678
155,37,16,14,40,27,0.51843792,0.20197371702601,-0.47740801667212
155,37,16,14,40,34,0.53326557,0.20319249863486,-0.49292651521534
155,37,16,14,40,41,0.54861782,0.20839715687585,-0.50734535739284
155,37,16,14,40,48,0.56328812,0.21689719573895,-0.519667113195
155,37,16,14,40,55,0.57407384,0.22680584560995,-0.52716993456665
155,37,16,9,40,20,0.52276707,0.24107410061408,-0.46383099759421
155,37,16,9,40,27,0.53331106,0.24488393151686,-0.47371675486649
155,37,16,9,40,34,0.54359887,0.25073836230549,-0.48225660643747
155,37,16,9,40,41,0.55234223,0.25826364902557,-0.48817446679679
155,37,18,9,40,48,0.55870356,0.26609935434107,-0.49119653704947
155,37,18,9,40,55,0.56120012,0.27226397858732,-0.49067535651276
155,37,18,19,40,20,0.44960416,0.16596574654626,-0.41781689249202
155,37,18,19,40,27,0.45333173,0.15101067170181,-0.42740539205587
155,37,18,19,40,34,0.46187579,0.13508743223763,-0.44162790382354
155,37,18,19,40,41,0.47715171,0.12102851204626,-0.46144829846899
155,37,18,19,40,48,0.49873008,0.11023723471235,-0.48618462650714
155,37,18,19,40,55,0.52411879,0.10569227028394,-0.5129597756823
155,37,18,14,40,20,0.48941617,0.19432917438406,-0.44915072539588
155,37,18,14,40,27,0.50047231,0.18885819505243,-0.46341810669955
155,37,18,14,40,34,0.51526647,0.18632233902726,-0.48030476256447
155,37,18,14,40,41,0.53231857,0.18815919159368,-0.49780479035116
155,37,18,14,40,48,0.54976201,0.19427856576447,-0.51407963090303
155,37,18,14,40,55,0.56411772,0.20346140236903,-0.52589885033066
155,37,18,9,40,20,0.51101682,0.22942257738543,-0.45659455943216
155,37,18,9,40,27,0.52196577,0.23137881143038,-0.46783652262752
155,37,18,9,40,34,0.53366933,0.23600204787698,-0.47858635058733
155,37,18,9,40,41,0.54441388,0.24303398769713,-0.48707545688316
155,37,18,9,40,48,0.55281044,0.25100316772518,-0.49245588603641
155,37,18,9,40,55,0.55731717,0.25811747609127,-0.49386253651202
155,37,20,19,40,20,0.43364715,0.17023403850884,-0.39879336566954
155,37,20,19,40,27,0.43257434,0.15386036100855,-0.40425403423861
155,37,20,19,40,34,0.43488802,0.13454849438552,-0.41352195789959
155,37,20,19,40,41,0.44405092,0.11431725288041,-0.42903876800635
155,37,20,19,40,48,0.46091376,0.094845838535519,-0.45094001058083
155,37,20,19,40,55,0.4852056,0.07972837386823,-0.47833614381574
155,37,20,14,40,20,0.471091,0.18846278610505,-0.43172810111022
155,37,20,14,40,27,0.47955723,0.17927864368028,-0.44475045857387
155,37,20,14,40,34,0.49260527,0.1717948940856,-0.46160915261814
155,37,20,14,40,41,0.50991354,0.16844771228036,-0.48116139115557
155,37,20,14,40,48,0.52979983,0.16991567434415,-0.50160393000167
155,37,20,14,40,55,0.54838847,0.17648313439018,-0.51892455708571
155,37,20,9,40,20,0.49689162,0.2189486656372,-0.44603170469084
155,37,20,9,40,27,0.50766868,0.21817194491236,-0.45836159366306
155,37,20,9,40,34,0.52026913,0.22029578046184,-0.47126743561141
155,37,20,9,40,41,0.533168,0.22585194011126,-0.48288178661021
155,37,20,9,40,48,0.54445289,0.2335485714618,-0.49171104429704
155,37,20,9,40,55,0.5516273,0.24137371495979,-0.49590897380555
140,37,16,19,50,20,0.24412345,0.1176165646398,-0.21104326502991
140,37,16,19,50,27,0.2509886,0.10371939883674,-0.22652963161286
140,37,16,19,50,34,0.26377354,0.089844236128865,-0.24673510998748
140,37,16,19,50,41,0.28397412,0.078978400433138,-0.27211761596715
140,37,16,19,50,48,0.31106979,0.073043160544033,-0.30212804677405
140,37,16,19,50,55,0.34387541,0.074262781074341,-0.33571806124979
140,37,16,14,50,20,0.25923783,0.14860642510994,-0.20845366822196
140,37,16,14,50,27,0.27081696,0.1429888373749,-0.2270302080323
140,37,16,14,50,34,0.28829377,0.14063523402252,-0.24962654807365
140,37,16,14,50,41,0.31116721,0.14416390800048,-0.27444198175098
140,37,16,14,50,48,0.33710675,0.15408786509638,-0.29900595007032
140,37,16,14,50,55,0.36402596,0.17066633366395,-0.32101453966882
140,37,16,9,50,20,0.26788094,0.17932770711723,-0.1935288179877
140,37,16,9,50,27,0.28086581,0.18079386879745,-0.21059380499239
140,37,16,9,50,34,0.2983254,0.18681993078535,-0.22925376741473
140,37,16,9,50,41,0.31872663,0.1985897296315,-0.24673476714397
140,37,18,9,50,48,0.33945765,0.21489099987232,-0.26073414919199
140,37,18,9,50,55,0.35868848,0.23432979980264,-0.26981892026467
140,37,18,19,50,20,0.23222594,0.11429366930559,-0.19905432437084
140,37,18,19,50,27,0.23531718,0.098016635244548,-0.21166298724925
140,37,18,19,50,34,0.24505201,0.081691716385303,-0.2296511993864
140,37,18,19,50,41,0.26164901,0.065821806300503,-0.25252365388873
140,37,18,19,50,48,0.28682365,0.053761153752219,-0.2814972993925
140,37,18,19,50,55,0.31906391,0.047694687028374,-0.31545159317722
140,37,18,14,50,20,0.24651442,0.14172724999939,-0.19739796034206
140,37,18,14,50,27,0.25555918,0.13340492004746,-0.21474239968339
140,37,18,14,50,34,0.27104117,0.12773673940731,-0.23685046212407
140,37,18,14,50,41,0.29216412,0.12622464417924,-0.26210036186217
140,37,18,14,50,48,0.31854193,0.13161034339681,-0.28927647977983
140,37,18,14,50,55,0.34737523,0.14465065070787,-0.31537791522101
140,37,18,9,50,20,0.25647324,0.17101925052207,-0.18525558819464
140,37,18,9,50,27,0.26782942,0.16994474032763,-0.20235329436163
140,37,18,9,50,34,0.28459609,0.17341966268601,-0.2221535031993
140,37,18,9,50,41,0.30462555,0.18195449191281,-0.24171183014221
140,37,18,9,50,48,0.326713,0.19640455648363,-0.25912128214031
140,37,18,9,50,55,0.34792533,0.2154468135191,-0.27159332941817
140,37,20,19,50,20,0.21966534,0.11337946453297,-0.18460703680486
140,37,20,19,50,27,0.21875921,0.095472266939051,-0.19416330284522
140,37,20,19,50,34,0.2234866,0.076173131325708,-0.208427713832
140,37,20,19,50,41,0.23544122,0.056156902312211,-0.22779139387035
140,37,20,19,50,48,0.25666055,0.037903709808006,-0.25356363066165
140,37,20,19,50,55,0.28621391,0.023269203815895,-0.28523892629729
140,37,20,14,50,20,0.23336024,0.13700991452405,-0.18416588291125
140,37,20,14,50,27,0.23839498,0.12508965319179,-0.1992564967248
140,37,20,14,50,34,0.25058622,0.11554652864252,-0.21985785111794
140,37,20,14,50,41,0.26896575,0.10862227395752,-0.24450291608819
140,37,20,14,50,48,0.2944605,0.10797466711634,-0.27310837472633
140,37,20,14,50,55,0.32453879,0.11515071952319,-0.30302307131252
140,37,20,9,50,20,0.24407698,0.1634013360641,-0.17488445644537
140,37,20,9,50,27,0.25306961,0.15935524053475,-0.19149645701717
140,37,20,9,50,34,0.26795103,0.15925271736632,-0.2116939271467
140,37,20,9,50,41,0.28716074,0.16372289065688,-0.23319026336673
140,37,20,9,50,48,0.31008854,0.174945976071,-0.25408716613346
140,37,20,9,50,55,0.33355223,0.1919707462516,-0.2713316845739
145,37,16,19,50,20,0.34689338,0.11445104246457,-0.32741331000602
145,37,16,19,50,27,0.3555765,0.10205972108209,-0.34059422961418
145,37,16,19,50,34,0.36972109,0.089649596335988,-0.35868667091161
145,37,16,19,50,41,0.39004932,0.080811444994809,-0.38157196188272
145,37,16,19,50,48,0.41631471,0.076881606246319,-0.40907431620929
145,37,16,19,50,55,0.44457002,0.080375456496494,-0.43706065131523
145,37,16,14,50,20,0.36531814,0.14462989300048,-0.33531867108975
145,37,16,14,50,27,0.37868545,0.14125575239349,-0.35126798907095
145,37,16,14,50,34,0.39674732,0.14129580423521,-0.37070133471232
145,37,16,14,50,41,0.41756208,0.14747136292557,-0.39064685456115
145,37,16,14,50,48,0.4393851,0.15948563398345,-0.40941856320573
145,37,16,14,50,55,0.45783736,0.1763917109118,-0.42249353857882
145,37,16,9,50,20,0.37133305,0.17658619434896,-0.32632873449339
145,37,16,9,50,27,0.38452976,0.18012889367227,-0.33948063816159
145,37,16,9,50,34,0.40026124,0.18796658300953,-0.35319637052594
145,37,16,9,50,41,0.41532769,0.20031997815126,-0.36366551993176
145,37,18,9,50,48,0.42842822,0.21542796163379,-0.37016054392704
145,37,18,9,50,55,0.43658524,0.23064998019456,-0.37046882702117
145,37,18,19,50,20,0.33299918,0.11137765467477,-0.31376162777869
145,37,18,19,50,27,0.33859895,0.096989094356515,-0.32438728729983
145,37,18,19,50,34,0.34935612,0.081818185162062,-0.3396384857045
145,37,18,19,50,41,0.36623135,0.067034785456984,-0.36003433999534
145,37,18,19,50,48,0.39074907,0.056385516014184,-0.38658259884606
145,37,18,19,50,55,0.41945195,0.051787093314542,-0.41603258271764
145,37,18,14,50,20,0.35162493,0.13739469529287,-0.32350680250393
145,37,18,14,50,27,0.36306141,0.13088103909243,-0.33855371295324
145,37,18,14,50,34,0.37997276,0.12696404989875,-0.358099262868
145,37,18,14,50,41,0.40064903,0.12755219785647,-0.3797991106927
145,37,18,14,50,48,0.42433881,0.13558962310076,-0.40209073968397
145,37,18,14,50,55,0.44598943,0.14961253159994,-0.42013399809406
145,37,18,9,50,20,0.36004319,0.16676776779156,-0.31876013411891
145,37,18,9,50,27,0.37273713,0.16774636933756,-0.33261469680854
145,37,18,9,50,34,0.388853,0.17351350806699,-0.34781962797088
145,37,18,9,50,41,0.40552429,0.18337471549507,-0.36157367623432
145,37,18,9,50,48,0.42106588,0.19770740771456,-0.37165647337626
145,37,18,9,50,55,0.43192379,0.21334913350111,-0.37542474874139
145,37,20,19,50,20,0.3189092,0.11179008622694,-0.29860526799584
145,37,20,19,50,27,0.32084583,0.096004859051279,-0.3061153448539
145,37,20,19,50,34,0.3270633,0.078338017849458,-0.31753858946415
145,37,20,19,50,41,0.33905748,0.059098234012923,-0.33386305386619
145,37,20,19,50,48,0.35906987,0.041141929688947,-0.35664869457006
145,37,20,19,50,55,0.38587799,0.027416067879331,-0.38470725903074
145,37,20,14,50,20,0.3363264,0.13212329227983,-0.30910224241589
145,37,20,14,50,27,0.34505962,0.12232641757573,-0.32253983118654
145,37,20,14,50,34,0.35926376,0.1142717338389,-0.34056082002326
145,37,20,14,50,41,0.37872769,0.10904406987036,-0.36268574925694
145,37,20,14,50,48,0.40313034,0.11045826405977,-0.38769598453116
145,37,20,14,50,55,0.42811621,0.11978846240728,-0.410980640825
145,37,20,9,50,20,0.3467952,0.1582900143454,-0.30820104000443
145,37,20,9,50,27,0.35828251,0.15610183598632,-0.32222694308278
145,37,20,9,50,34,0.37433788,0.15778278269021,-0.33930246302987
145,37,20,9,50,41,0.3918503,0.16465382496781,-0.35547651124976
145,37,20,9,50,48,0.41012719,0.17686997000905,-0.369963317011
145,37,20,9,50,55,0.42441397,0.19249454288699,-0.37818473496724
150,37,16,19,50,20,0.41831429,0.1371199396786,-0.39518476630829
150,37,16,19,50,27,0.42654411,0.12450861431481,-0.40793570231957
150,37,16,19,50,34,0.43980778,0.11221426947998,-0.42518693849639
150,37,16,19,50,41,0.45913873,0.10291980472361,-0.44731966300928
150,37,16,19,50,48,0.48447707,0.099234511570756,-0.47394579430021
150,37,16,19,50,55,0.51162297,0.10276414200084,-0.50078088406716
