G,L2,R2,W3,cg_R1,cg_R2,S11_Linear
140,40,18,9,40,41,0.31263507
140,40,18,9,40,48,0.33103769
140,40,18,9,40,55,0.35006937
140,40,20,19,40,20,0.20515694
140,40,20,19,40,27,0.19886404
140,40,20,19,40,34,0.19541614
140,40,20,19,40,41,0.19738782
140,40,20,19,40,48,0.2048389
140,40,20,19,40,55,0.21944667
140,40,20,14,40,20,0.2405241
140,40,20,14,40,27,0.24148524
140,40,20,14,40,34,0.24721003
140,40,20,14,40,41,0.25801734
140,40,20,14,40,48,0.27545541
140,40,20,14,40,55,0.29798536
140,40,20,9,40,20,0.264704
140,40,20,9,40,27,0.27060202
140,40,20,9,40,34,0.28084594
140,40,20,9,40,41,0.29486788
140,40,20,9,40,48,0.31373659
140,40,20,9,40,55,0.33370345
145,40,16,19,40,20,0.3211383
145,40,16,19,40,27,0.32151096
145,40,16,19,40,34,0.32556402
145,40,16,19,40,41,0.33508129
145,40,16,19,40,48,0.35018737
145,40,16,19,40,55,0.37045535
145,40,16,14,40,20,0.36388421
145,40,16,14,40,27,0.3726256
145,40,16,14,40,34,0.38642203
145,40,16,14,40,41,0.40382435
145,40,16,14,40,48,0.42589632
145,40,16,14,40,55,0.44776924
145,40,16,9,40,20,0.38718239
145,40,16,9,40,27,0.39879625
145,40,16,9,40,34,0.41356812
145,40,16,9,40,41,0.42843503
145,40,18,9,40,48,0.44467994
145,40,18,9,40,55,0.4572997
145,40,18,19,40,20,0.30662371
145,40,18,19,40,27,0.3043594
145,40,18,19,40,34,0.3045921
145,40,18,19,40,41,0.3088502
145,40,18,19,40,48,0.31923051
145,40,18,19,40,55,0.33515313
145,40,18,14,40,20,0.34838513
145,40,18,14,40,27,0.3549907
145,40,18,14,40,34,0.36595959
145,40,18,14,40,41,0.38173592
145,40,18,14,40,48,0.40323285
145,40,18,14,40,55,0.4265653
145,40,18,9,40,20,0.3745306
145,40,18,9,40,27,0.38521412
145,40,18,9,40,34,0.3995718
145,40,18,9,40,41,0.41533532
145,40,18,9,40,48,0.43335899
145,40,18,9,40,55,0.44827718
145,40,20,19,40,20,0.29365865
145,40,20,19,40,27,0.28839992
145,40,20,19,40,34,0.28452389
145,40,20,19,40,41,0.28386572
145,40,20,19,40,48,0.28741003
145,40,20,19,40,55,0.29649206
145,40,20,14,40,20,0.33217734
145,40,20,14,40,27,0.33558475
145,40,20,14,40,34,0.34299367
145,40,20,14,40,41,0.35587209
145,40,20,14,40,48,0.37522925
145,40,20,14,40,55,0.39818444
145,40,20,9,40,20,0.36008338
145,40,20,9,40,27,0.36917102
145,40,20,9,40,34,0.38237508
145,40,20,9,40,41,0.39827089
145,40,20,9,40,48,0.41788132
145,40,20,9,40,55,0.43524475
150,40,16,19,40,20,0.37567677
150,40,16,19,40,27,0.37399527
150,40,16,19,40,34,0.37513883
150,40,16,19,40,41,0.38302908
150,40,16,19,40,48,0.3953599
150,40,16,19,40,55,0.41575512
150,40,16,14,40,20,0.43105133
150,40,16,14,40,27,0.44041019
150,40,16,14,40,34,0.45416961
150,40,16,14,40,41,0.47267326
150,40,16,14,40,48,0.49425545
150,40,16,14,40,55,0.5167058
150,40,16,9,40,20,0.46571467
150,40,16,9,40,27,0.4782784
150,40,16,9,40,34,0.49246884
150,40,16,9,40,41,0.506575
150,40,18,9,40,48,0.52021567
150,40,18,9,40,55,0.53051878
150,40,18,19,40,20,0.36234987
150,40,18,19,40,27,0.35756214
150,40,18,19,40,34,0.35382777
150,40,18,19,40,41,0.35549201
150,40,18,19,40,48,0.36079998
150,40,18,19,40,55,0.37424905
150,40,18,14,40,20,0.41349839
150,40,18,14,40,27,0.41993819
150,40,18,14,40,34,0.43068577
150,40,18,14,40,41,0.44737205
150,40,18,14,40,48,0.46864677
150,40,18,14,40,55,0.49321606
150,40,18,9,40,20,0.45138555
150,40,18,9,40,27,0.46327979
150,40,18,9,40,34,0.47779796
150,40,18,9,40,41,0.4932236
150,40,18,9,40,48,0.50922151
150,40,18,9,40,55,0.52249955
150,40,20,19,40,20,0.35243615
150,40,20,19,40,27,0.34504592
150,40,20,19,40,34,0.33731384
150,40,20,19,40,41,0.33197171
150,40,20,19,40,48,0.32900047
150,40,20,19,40,55,0.3326653
150,40,20,14,40,20,0.39599412
150,40,20,14,40,27,0.39868504
150,40,20,14,40,34,0.40498288
150,40,20,14,40,41,0.41784409
150,40,20,14,40,48,0.43616089
150,40,20,14,40,55,0.46092355
150,40,20,9,40,20,0.43477689
150,40,20,9,40,27,0.44490676
150,40,20,9,40,34,0.45881325
150,40,20,9,40,41,0.47528636
150,40,20,9,40,48,0.49343091
150,40,20,9,40,55,0.51031613
155,40,16,19,40,20,0.40262368
155,40,16,19,40,27,0.39906924
155,40,16,19,40,34,0.39822533
155,40,16,19,40,41,0.40436181
155,40,16,19,40,48,0.4153599
155,40,16,19,40,55,0.43565688
155,40,16,14,40,20,0.46936637
155,40,16,14,40,27,0.47917347
155,40,16,14,40,34,0.49372988
155,40,16,14,40,41,0.5135621
155,40,16,14,40,48,0.5358338
155,40,16,14,40,55,0.55854378
155,40,16,9,40,20,0.51569329
155,40,16,9,40,27,0.52868084
155,40,16,9,40,34,0.54309961
155,40,16,9,40,41,0.55697267
155,40,18,9,40,48,0.56952981
155,40,18,9,40,55,0.57822622
155,40,18,19,40,20,0.39093859
155,40,18,19,40,27,0.38345125
155,40,18,19,40,34,0.37713339
155,40,18,19,40,41,0.37542603
155,40,18,19,40,48,0.37757079
155,40,18,19,40,55,0.38866931
155,40,18,14,40,20,0.44956067
155,40,18,14,40,27,0.45577668
155,40,18,14,40,34,0.46689377
155,40,18,14,40,41,0.48475041
155,40,18,14,40,48,0.50711884
155,40,18,14,40,55,0.53245968
155,40,18,9,40,20,0.49943383
155,40,18,9,40,27,0.51199221
155,40,18,9,40,34,0.52714606
155,40,18,9,40,41,0.54299434
155,40,18,9,40,48,0.55843264
155,40,18,9,40,55,0.57027891
155,40,20,19,40,20,0.38478238
155,40,20,19,40,27,0.3749747
155,40,20,19,40,34,0.36396933
155,40,20,19,40,41,0.35449271
155,40,20,19,40,48,0.34639813
155,40,20,19,40,55,0.34467842
155,40,20,14,40,20,0.4307669
155,40,20,14,40,27,0.4322701
155,40,20,14,40,34,0.43792727
155,40,20,14,40,41,0.45123729
155,40,20,14,40,48,0.47018279
155,40,20,14,40,55,0.49579694
155,40,20,9,40,20,0.48068343
155,40,20,9,40,27,0.491642
155,40,20,9,40,34,0.50632065
155,40,20,9,40,41,0.52375929
155,40,20,9,40,48,0.54194752
155,40,20,9,40,55,0.55777209
140,40,16,19,50,20,0.20776167
140,40,16,19,50,27,0.20771171
140,40,16,19,50,34,0.21330103
140,40,16,19,50,41,0.22593439
140,40,16,19,50,48,0.24620735
140,40,16,19,50,55,0.27439782
140,40,16,14,50,20,0.24659554
140,40,16,14,50,27,0.25513245
140,40,16,14,50,34,0.27023708
140,40,16,14,50,41,0.29200531
140,40,16,14,50,48,0.32029418
140,40,16,14,50,55,0.35287065
140,40,16,9,50,20,0.27434069
140,40,16,9,50,27,0.28739093
140,40,16,9,50,34,0.30635356
140,40,16,9,50,41,0.3297538
140,40,18,9,50,48,0.35601743
140,40,18,9,50,55,0.38223097
140,40,18,19,50,20,0.19412911
140,40,18,19,50,27,0.19074891
140,40,18,19,50,34,0.19172609
140,40,18,19,50,41,0.19984597
140,40,18,19,50,48,0.21619257
140,40,18,19,50,55,0.24040499
140,40,18,14,50,20,0.23125995
140,40,18,14,50,27,0.23651751
140,40,18,14,50,34,0.24820606
140,40,18,14,50,41,0.26696557
140,40,18,14,50,48,0.29336146
140,40,18,14,50,55,0.32582832
140,40,18,9,50,20,0.26053629
140,40,18,9,50,27,0.27090235
140,40,18,9,50,34,0.28810283
140,40,18,9,50,41,0.31025678
140,40,18,9,50,48,0.33716533
140,40,18,9,50,55,0.36531878
140,40,20,19,50,20,0.18192996
140,40,20,19,50,27,0.17419724
140,40,20,19,50,34,0.17005985
140,40,20,19,50,41,0.17218423
140,40,20,19,50,48,0.1824286
140,40,20,19,50,55,0.20166248
140,40,20,14,50,20,0.216327
140,40,20,14,50,27,0.21683332
140,40,20,14,50,34,0.2237756
140,40,20,14,50,41,0.23823889
140,40,20,14,50,48,0.26115049
140,40,20,14,50,55,0.29186812
140,40,20,9,50,20,0.24548183
140,40,20,9,50,27,0.25294315
140,40,20,9,50,34,0.26658337
140,40,20,9,50,41,0.28682783
140,40,20,9,50,48,0.31333099
140,40,20,9,50,55,0.34294934
145,40,16,19,50,20,0.3047632
145,40,16,19,50,27,0.30600578
145,40,16,19,50,34,0.31130138
145,40,16,19,50,41,0.32151623
145,40,16,19,50,48,0.33808716
145,40,16,19,50,55,0.36131706
145,40,16,14,50,20,0.34731455
145,40,16,14,50,27,0.35829364
145,40,16,14,50,34,0.37508889
145,40,16,14,50,41,0.39696377
145,40,16,14,50,48,0.42406859
145,40,16,14,50,55,0.45235864
145,40,16,9,50,20,0.37479609
145,40,16,9,50,27,0.38982489
145,40,16,9,50,34,0.40919288
145,40,16,9,50,41,0.42980842
145,40,18,9,50,48,0.45093632
145,40,18,9,50,55,0.46785134
145,40,18,19,50,20,0.29134749
145,40,18,19,50,27,0.28960809
145,40,18,19,50,34,0.29059049
145,40,18,19,50,41,0.29603562
145,40,18,19,50,48,0.30687212
145,40,18,19,50,55,0.32453181
145,40,18,14,50,20,0.33115552
145,40,18,14,50,27,0.33884883
145,40,18,14,50,34,0.35241287
145,40,18,14,50,41,0.37178841
145,40,18,14,50,48,0.39770654
145,40,18,14,50,55,0.42664775
145,40,18,9,50,20,0.36018158
145,40,18,9,50,27,0.37358804
145,40,18,9,50,34,0.39240322
145,40,18,9,50,41,0.41361899
145,40,18,9,50,48,0.43697888
145,40,18,9,50,55,0.45699871
145,40,20,19,50,20,0.27919533
145,40,20,19,50,27,0.27448361
145,40,20,19,50,34,0.27110255
145,40,20,19,50,41,0.27081954
145,40,20,19,50,48,0.27520611
145,40,20,19,50,55,0.28580803
145,40,20,14,50,20,0.31442413
145,40,20,14,50,27,0.31855392
145,40,20,14,50,34,0.32729257
145,40,20,14,50,41,0.34248243
145,40,20,14,50,48,0.36482826
145,40,20,14,50,55,0.39289588
145,40,20,9,50,20,0.34372546
145,40,20,9,50,27,0.35491417
145,40,20,9,50,34,0.37154793
145,40,20,9,50,41,0.39249832
145,40,20,9,50,48,0.41727004
145,40,20,9,50,55,0.44088664
150,40,16,19,50,20,0.36722604
150,40,16,19,50,27,0.3657528
150,40,16,19,50,34,0.36726934
150,40,16,19,50,41,0.37377524
150,40,16,19,50,48,0.38661128
150,40,16,19,50,55,0.40677908
150,40,16,14,50,20,0.41917935
150,40,16,14,50,27,0.42950002
150,40,16,14,50,34,0.4451716
150,40,16,14,50,41,0.46610688
150,40,16,14,50,48,0.49201794
150,40,16,14,50,55,0.51866571
150,40,16,9,50,20,0.4562416
150,40,16,9,50,27,0.47094528
150,40,16,9,50,34,0.48832716
150,40,16,9,50,41,0.50590558
150,40,18,9,50,48,0.52285001
150,40,18,9,50,55,0.53483161
150,40,18,19,50,20,0.3557116
150,40,18,19,50,27,0.35159647
150,40,18,19,50,34,0.34838576
150,40,18,19,50,41,0.348523
150,40,18,19,50,48,0.3543552
150,40,18,19,50,55,0.36690568
150,40,18,14,50,20,0.40193557
150,40,18,14,50,27,0.40871459
150,40,18,14,50,34,0.42073155
150,40,18,14,50,41,0.43875572
150,40,18,14,50,48,0.46359714
150,40,18,14,50,55,0.49193707
150,40,18,9,50,20,0.44048227
150,40,18,9,50,27,0.45435963
150,40,18,9,50,34,0.47186429
150,40,18,9,50,41,0.49067393
150,40,18,9,50,48,0.51063978
150,40,18,9,50,55,0.52652475
150,40,20,19,50,20,0.34680376
150,40,20,19,50,27,0.34011972
150,40,20,19,50,34,0.33315799
150,40,20,19,50,41,0.32789502
150,40,20,19,50,48,0.32534521
150,40,20,19,50,55,0.32804896
150,40,20,14,50,20,0.38492578
150,40,20,14,50,27,0.38783732
150,40,20,14,50,34,0.39429221
150,40,20,14,50,41,0.4075784
150,40,20,14,50,48,0.42827597
150,40,20,14,50,55,0.45558642
150,40,20,9,50,20,0.4227279
150,40,20,9,50,27,0.43427455
150,40,20,9,50,34,0.45049422
150,40,20,9,50,41,0.4700503
150,40,20,9,50,48,0.49253837
150,40,20,9,50,55,0.51284449
155,40,16,19,50,20,0.39973602
155,40,16,19,50,27,0.39623254
155,40,16,19,50,34,0.39479848
155,40,16,19,50,41,0.39866862
155,40,16,19,50,48,0.40825191
155,40,16,19,50,55,0.42628667
155,40,16,14,50,20,0.46033453
155,40,16,14,50,27,0.4704212
155,40,16,14,50,34,0.48595059
155,40,16,14,50,41,0.50714896
155,40,16,14,50,48,0.53251873
155,40,16,14,50,55,0.55843305
155,40,16,9,50,20,0.50797309
155,40,16,9,50,27,0.52246763
155,40,16,9,50,34,0.53923118
155,40,16,9,50,41,0.55561851
155,40,18,9,50,48,0.57023168
155,40,18,9,50,55,0.57973677
155,40,18,19,50,20,0.39047011
155,40,18,19,50,27,0.38380776
155,40,18,19,50,34,0.37746418
155,40,18,19,50,41,0.37413579
155,40,18,19,50,48,0.37534676
155,40,18,19,50,55,0.38370692
155,40,18,14,50,20,0.44192584
155,40,18,14,50,27,0.44805302
155,40,18,14,50,34,0.45941877
155,40,18,14,50,41,0.47738951
155,40,18,14,50,48,0.50206334
155,40,18,14,50,55,0.53014165
155,40,18,9,50,20,0.4912621
155,40,18,9,50,27,0.50505825
155,40,18,9,50,34,0.52235716
155,40,18,9,50,41,0.54054645
155,40,18,9,50,48,0.55874798
155,40,18,9,50,55,0.57227317
155,40,20,19,50,20,0.38499808
155,40,20,19,50,27,0.37624846
155,40,20,19,50,34,0.36610312
155,40,20,19,50,41,0.35681537
155,40,20,19,50,48,0.34872438
155,40,20,19,50,55,0.3450756
155,40,20,14,50,20,0.4243897
155,40,20,14,50,27,0.42565134
155,40,20,14,50,34,0.43077465
155,40,20,14,50,41,0.44310927
155,40,20,14,50,48,0.46312863
155,40,20,14,50,55,0.49007586
155,40,20,9,50,20,0.47166502
155,40,20,9,50,27,0.48330695
155,40,20,9,50,34,0.49946866
155,40,20,9,50,41,0.51903881
155,40,20,9,50,48,0.54051745
155,40,20,9,50,55,0.55898751
140,43,16,19,30,20,0.17985338
140,43,16,19,30,27,0.17142096
140,43,16,19,30,34,0.16427791
140,43,16,19,30,41,0.15924001
140,43,16,19,30,48,0.15778077
140,43,16,19,30,55,0.16090013
140,43,16,14,30,20,0.26156093
140,43,16,14,30,27,0.26140126
140,43,16,14,30,34,0.26439402
140,43,16,14,30,41,0.27113399
140,43,16,14,30,48,0.28163425
140,43,16,14,30,55,0.29585549
140,43,16,9,30,20,0.31105002
140,43,16,9,30,27,0.31626541
140,43,16,9,30,34,0.32317339
140,43,16,9,30,41,0.33349333
140,43,18,9,30,48,0.34530392
140,43,18,9,30,55,0.35955681
140,43,18,19,30,20,0.16387143
140,43,18,19,30,27,0.153552
140,43,18,19,30,34,0.14380802
140,43,18,19,30,41,0.13510805
140,43,18,19,30,48,0.12930484
140,43,18,19,30,55,0.12838996
140,43,18,14,30,20,0.24479908
140,43,18,14,30,27,0.24284013
140,43,18,14,30,34,0.2436273
140,43,18,14,30,41,0.2478855
140,43,18,14,30,48,0.2563543
140,43,18,14,30,55,0.26924347
140,43,18,9,30,20,0.29859764
140,43,18,9,30,27,0.30237897
140,43,18,9,30,34,0.30847222
140,43,18,9,30,41,0.31784371
140,43,18,9,30,48,0.33008405
140,43,18,9,30,55,0.34439564
140,43,20,19,30,20,0.15070934
140,43,20,19,30,27,0.13875006
140,43,20,19,30,34,0.12603263
140,43,20,19,30,41,0.11324463
140,43,20,19,30,48,0.10200422
140,43,20,19,30,55,0.095378792
140,43,20,14,30,20,0.22731507
140,43,20,14,30,27,0.22302108
140,43,20,14,30,34,0.22064455
140,43,20,14,30,41,0.2217923
140,43,20,14,30,48,0.22720876
140,43,20,14,30,55,0.2378904
140,43,20,9,30,20,0.28435376
140,43,20,9,30,27,0.28637948
140,43,20,9,30,34,0.2912893
140,43,20,9,30,41,0.29914214
140,43,20,9,30,48,0.31110832
140,43,20,9,30,55,0.32561536
145,43,16,19,30,20,0.25129057
145,43,16,19,30,27,0.24268607
145,43,16,19,30,34,0.23395654
145,43,16,19,30,41,0.22536345
145,43,16,19,30,48,0.21825201
145,43,16,19,30,55,0.21281173
145,43,16,14,30,20,0.33102304
145,43,16,14,30,27,0.33249905
145,43,16,14,30,34,0.33720327
145,43,16,14,30,41,0.3450846
145,43,16,14,30,48,0.3581012
145,43,16,14,30,55,0.374958
145,43,16,9,30,20,0.38863916
145,43,16,9,30,27,0.39679648
145,43,16,9,30,34,0.40769652
145,43,16,9,30,41,0.42080477
145,43,18,9,30,48,0.43574935
145,43,18,9,30,55,0.45057859
145,43,18,19,30,20,0.2413774
145,43,18,19,30,27,0.23142859
145,43,18,19,30,34,0.22051254
145,43,18,19,30,41,0.20865931
145,43,18,19,30,48,0.19752512
145,43,18,19,30,55,0.18622864
145,43,18,14,30,20,0.31423504
145,43,18,14,30,27,0.31332803
145,43,18,14,30,34,0.31501221
145,43,18,14,30,41,0.31956631
145,43,18,14,30,48,0.32989109
145,43,18,14,30,55,0.34412834
145,43,18,9,30,20,0.37450993
145,43,18,9,30,27,0.38145606
145,43,18,9,30,34,0.39128203
145,43,18,9,30,41,0.40395342
145,43,18,9,30,48,0.41975306
145,43,18,9,30,55,0.43564622
145,43,20,19,30,20,0.23497636
145,43,20,19,30,27,0.22414064
145,43,20,19,30,34,0.2115726
145,43,20,19,30,41,0.19744868
145,43,20,19,30,48,0.18253043
145,43,20,19,30,55,0.16569322
145,43,20,14,30,20,0.29731436
145,43,20,14,30,27,0.29387272
145,43,20,14,30,34,0.29169671
145,43,20,14,30,41,0.29224897
145,43,20,14,30,48,0.29792399
145,43,20,14,30,55,0.30754147
145,43,20,9,30,20,0.35820521
145,43,20,9,30,27,0.36323788
145,43,20,9,30,34,0.37126153
145,43,20,9,30,41,0.38282924
145,43,20,9,30,48,0.39842819
145,43,20,9,30,55,0.41550229
150,43,16,19,30,20,0.30248354
150,43,16,19,30,27,0.2920548
150,43,16,19,30,34,0.27987539
150,43,16,19,30,41,0.26626642
150,43,16,19,30,48,0.25242786
150,43,16,19,30,55,0.23905139
150,43,16,14,30,20,0.37867971
150,43,16,14,30,27,0.37892453
150,43,16,14,30,34,0.38252167
150,43,16,14,30,41,0.39038481
150,43,16,14,30,48,0.40372319
150,43,16,14,30,55,0.42213996
150,43,16,9,30,20,0.45322927
150,43,16,9,30,27,0.46249048
150,43,16,9,30,34,0.47530768
150,43,16,9,30,41,0.49009348
150,43,18,9,30,48,0.50633161
150,43,18,9,30,55,0.52190435
150,43,18,19,30,20,0.29952259
150,43,18,19,30,27,0.28866324
150,43,18,19,30,34,0.27506278
150,43,18,19,30,41,0.25964678
150,43,18,19,30,48,0.24189985
150,43,18,19,30,55,0.2228238
150,43,18,14,30,20,0.36232334
150,43,18,14,30,27,0.35962041
150,43,18,14,30,34,0.35880175
150,43,18,14,30,41,0.36187299
150,43,18,14,30,48,0.37061837
150,43,18,14,30,55,0.38511767
150,43,18,9,30,20,0.43663957
150,43,18,9,30,27,0.44437757
150,43,18,9,30,34,0.45604749
150,43,18,9,30,41,0.47057331
150,43,18,9,30,48,0.48780926
150,43,18,9,30,55,0.50562133
150,43,20,19,30,20,0.30082955
150,43,20,19,30,27,0.29011391
150,43,20,19,30,34,0.27641989
150,43,20,19,30,41,0.26028186
150,43,20,19,30,48,0.24092803
150,43,20,19,30,55,0.21867519
150,43,20,14,30,20,0.347743
150,43,20,14,30,27,0.34196887
150,43,20,14,30,34,0.33664221
150,43,20,14,30,41,0.33421884
150,43,20,14,30,48,0.33567045
150,43,20,14,30,55,0.34314914
150,43,20,9,30,20,0.41788013
150,43,20,9,30,27,0.42318299
150,43,20,9,30,34,0.43233431
150,43,20,9,30,41,0.44560589
150,43,20,9,30,48,0.46268501
150,43,20,9,30,55,0.48230682
155,43,16,19,30,20,0.33312199
155,43,16,19,30,27,0.32069657
155,43,16,19,30,34,0.30580252
155,43,16,19,30,41,0.28817777
155,43,16,19,30,48,0.27038879
155,43,16,19,30,55,0.25056823
155,43,16,14,30,20,0.40188665
155,43,16,14,30,27,0.40094483
155,43,16,14,30,34,0.40332091
155,43,16,14,30,41,0.41084264
155,43,16,14,30,48,0.42602466
155,43,16,14,30,55,0.44571356
155,43,16,9,30,20,0.49261184
155,43,16,9,30,27,0.50353736
155,43,16,9,30,34,0.51727659
155,43,16,9,30,41,0.53373022
155,43,18,9,30,48,0.55215402
155,43,18,9,30,55,0.56798251
155,43,18,19,30,20,0.3363955
155,43,18,19,30,27,0.32413395
155,43,18,19,30,34,0.30911041
155,43,18,19,30,41,0.29079362
155,43,18,19,30,48,0.26900314
155,43,18,19,30,55,0.24425561
155,43,18,14,30,20,0.38612705
155,43,18,14,30,27,0.38134184
155,43,18,14,30,34,0.37859748
155,43,18,14,30,41,0.37991777
155,43,18,14,30,48,0.38767242
155,43,18,14,30,55,0.401989
155,43,18,9,30,20,0.473441
155,43,18,9,30,27,0.48231578
155,43,18,9,30,34,0.49485974
155,43,18,9,30,41,0.51136699
155,43,18,9,30,48,0.53032574
155,43,18,9,30,55,0.54904868
155,43,20,19,30,20,0.34439098
155,43,20,19,30,27,0.33317886
155,43,20,19,30,34,0.31900338
155,43,20,19,30,41,0.301435
155,43,20,19,30,48,0.27982694
155,43,20,19,30,55,0.25412246
155,43,20,14,30,20,0.37461887
155,43,20,14,30,27,0.36619514
155,43,20,14,30,34,0.35771068
155,43,20,14,30,41,0.3521879
155,43,20,14,30,48,0.35037256
155,43,20,14,30,55,0.35511396
155,43,20,9,30,20,0.45203053
155,43,20,9,30,27,0.45775042
155,43,20,9,30,34,0.46721471
155,43,20,9,30,41,0.48228976
155,43,20,9,30,48,0.50156058
155,43,20,9,30,55,0.52261385
140,43,16,19,40,20,0.15198509
140,43,16,19,40,27,0.14129525
140,43,16,19,40,34,0.13199146
140,43,16,19,40,41,0.12610455
140,43,16,19,40,48,0.12534292
140,43,16,19,40,55,0.13142533
140,43,16,14,40,20,0.22458441
140,43,16,14,40,27,0.22392285
140,43,16,14,40,34,0.22793342
140,43,16,14,40,41,0.23715391
140,43,16,14,40,48,0.25252727
140,43,16,14,40,55,0.27359955
140,43,16,9,40,20,0.28197758
140,43,16,9,40,27,0.28914429
140,43,16,9,40,34,0.30093744
140,43,16,9,40,41,0.31773887
140,43,18,9,40,48,0.337834
140,43,18,9,40,55,0.36050058
140,43,18,19,40,20,0.14104875
140,43,18,19,40,27,0.12836295
140,43,18,19,40,34,0.11592987
140,43,18,19,40,41,0.10523109
140,43,18,19,40,48,0.099043025
140,43,18,19,40,55,0.10031923
140,43,18,14,40,20,0.2087901
140,43,18,14,40,27,0.20519942
140,43,18,14,40,34,0.20572346
140,43,18,14,40,41,0.21115477
140,43,18,14,40,48,0.22317732
140,43,18,14,40,55,0.24164833
140,43,18,9,40,20,0.26650346
140,43,18,9,40,27,0.2715133
140,43,18,9,40,34,0.28157959
140,43,18,9,40,41,0.29659424
140,43,18,9,40,48,0.31577019
140,43,18,9,40,55,0.33951373
140,43,20,19,40,20,0.13458244
140,43,20,19,40,27,0.12059318
140,43,20,19,40,34,0.1053381
140,43,20,19,40,41,0.089996487
140,43,20,19,40,48,0.076582982
140,43,20,19,40,55,0.069797235
140,43,20,14,40,20,0.1936501
140,43,20,14,40,27,0.18694788
140,43,20,14,40,34,0.1832263
140,43,20,14,40,41,0.18456766
140,43,20,14,40,48,0.19206735
140,43,20,14,40,55,0.20610221
140,43,20,9,40,20,0.25103894
140,43,20,9,40,27,0.25322337
140,43,20,9,40,34,0.25990488
140,43,20,9,40,41,0.27251263
140,43,20,9,40,48,0.29054531
140,43,20,9,40,55,0.31309763
145,43,16,19,40,20,0.23915907
145,43,16,19,40,27,0.23002935
145,43,16,19,40,34,0.2208316
145,43,16,19,40,41,0.21203811
145,43,16,19,40,48,0.20504964
145,43,16,19,40,55,0.20043806
145,43,16,14,40,20,0.30879696
145,43,16,14,40,27,0.30987423
145,43,16,14,40,34,0.31554333
145,43,16,14,40,41,0.32527977
145,43,16,14,40,48,0.34132573
145,43,16,14,40,55,0.36205604
145,43,16,9,40,20,0.37069348
145,43,16,9,40,27,0.38137105
145,43,16,9,40,34,0.39637508
145,43,16,9,40,41,0.41500145
145,43,18,9,40,48,0.43652546
145,43,18,9,40,55,0.45749456
145,43,18,19,40,20,0.23131261
145,43,18,19,40,27,0.22093808
145,43,18,19,40,34,0.20973848
145,43,18,19,40,41,0.19787634
145,43,18,19,40,48,0.18665309
145,43,18,19,40,55,0.17623613
145,43,18,14,40,20,0.29274089
145,43,18,14,40,27,0.29123267
145,43,18,14,40,34,0.29265794
145,43,18,14,40,41,0.29825675
145,43,18,14,40,48,0.30950602
145,43,18,14,40,55,0.32663004
145,43,18,9,40,20,0.35418984
145,43,18,9,40,27,0.36255441
145,43,18,9,40,34,0.37592574
145,43,18,9,40,41,0.39334948
145,43,18,9,40,48,0.41528268
145,43,18,9,40,55,0.43809591
145,43,20,19,40,20,0.2276653
145,43,20,19,40,27,0.21640113
145,43,20,19,40,34,0.20359953
145,43,20,19,40,41,0.18945194
145,43,20,19,40,48,0.17488815
145,43,20,19,40,55,0.15935916
145,43,20,14,40,20,0.27817933
145,43,20,14,40,27,0.27360261
145,43,20,14,40,34,0.27090777
145,43,20,14,40,41,0.27142558
145,43,20,14,40,48,0.2770113
145,43,20,14,40,55,0.28811235
145,43,20,9,40,20,0.33663403
145,43,20,9,40,27,0.34214132
145,43,20,9,40,34,0.35249218
145,43,20,9,40,41,0.3676964
145,43,20,9,40,48,0.38863429
145,43,20,9,40,55,0.41206322
150,43,16,19,40,20,0.30069485
150,43,16,19,40,27,0.29027271
150,43,16,19,40,34,0.2781245
150,43,16,19,40,41,0.26495319
150,43,16,19,40,48,0.25103767
150,43,16,19,40,55,0.23797565
150,43,16,14,40,20,0.36494499
150,43,16,14,40,27,0.36476107
150,43,16,14,40,34,0.36768334
150,43,16,14,40,41,0.37571894
150,43,16,14,40,48,0.39094414
150,43,16,14,40,55,0.41176405
150,43,16,9,40,20,0.44011195
150,43,16,9,40,27,0.45172763
150,43,16,9,40,34,0.46718709
150,43,16,9,40,41,0.48626876
150,43,18,9,40,48,0.50741273
150,43,18,9,40,55,0.52746082
150,43,18,19,40,20,0.2984717
150,43,18,19,40,27,0.28769264
150,43,18,19,40,34,0.27464627
150,43,18,19,40,41,0.25980289
150,43,18,19,40,48,0.24290521
150,43,18,19,40,55,0.22491761
150,43,18,14,40,20,0.35017144
150,43,18,14,40,27,0.34679035
150,43,18,14,40,34,0.34505494
150,43,18,14,40,41,0.34751755
150,43,18,14,40,48,0.35614671
150,43,18,14,40,55,0.37170428
150,43,18,9,40,20,0.42170375
150,43,18,9,40,27,0.43097128
150,43,18,9,40,34,0.44451356
150,43,18,9,40,41,0.4625162
150,43,18,9,40,48,0.48453291
150,43,18,9,40,55,0.50750398
150,43,20,19,40,20,0.30058148
150,43,20,19,40,27,0.2897624
150,43,20,19,40,34,0.27669232
150,43,20,19,40,41,0.26138016
150,43,20,19,40,48,0.24296301
150,43,20,19,40,55,0.22248936
150,43,20,14,40,20,0.3385751
150,43,20,14,40,27,0.33212328
150,43,20,14,40,34,0.32599351
150,43,20,14,40,41,0.32225125
150,43,20,14,40,48,0.32306586
150,43,20,14,40,55,0.33023172
150,43,20,9,40,20,0.40266938
150,43,20,9,40,27,0.40831128
150,43,20,9,40,34,0.4183191
150,43,20,9,40,41,0.43386629
150,43,20,9,40,48,0.455371
