G,L2,R2,W3,cg_R1,cg_R2,S11_Linear
150,37,16,9,30,27,0.4802029
150,37,16,9,30,34,0.48864655
150,37,16,9,30,41,0.49556036
150,37,18,9,30,48,0.50141795
150,37,18,9,30,55,0.50570112
150,37,18,19,30,20,0.42938378
150,37,18,19,30,27,0.43338875
150,37,18,19,30,34,0.44138314
150,37,18,19,30,41,0.45344413
150,37,18,19,30,48,0.46956363
150,37,18,19,30,55,0.48974126
150,37,18,14,30,20,0.45479579
150,37,18,14,30,27,0.46283744
150,37,18,14,30,34,0.47379336
150,37,18,14,30,41,0.48594712
150,37,18,14,30,48,0.49863113
150,37,18,14,30,55,0.51119415
150,37,18,9,30,20,0.46420871
150,37,18,9,30,27,0.47189287
150,37,18,9,30,34,0.48091185
150,37,18,9,30,41,0.48896683
150,37,18,9,30,48,0.49611891
150,37,18,9,30,55,0.50181052
150,37,20,19,30,20,0.41326018
150,37,20,19,30,27,0.414049
150,37,20,19,30,34,0.41810719
150,37,20,19,30,41,0.42693832
150,37,20,19,30,48,0.44081363
150,37,20,19,30,55,0.46072788
150,37,20,14,30,20,0.44052019
150,37,20,14,30,27,0.44696744
150,37,20,14,30,34,0.45701489
150,37,20,14,30,41,0.46951573
150,37,20,14,30,48,0.48382184
150,37,20,14,30,55,0.49879781
150,37,20,9,30,20,0.45356776
150,37,20,9,30,27,0.4611275
150,37,20,9,30,34,0.47054989
150,37,20,9,30,41,0.47976446
150,37,20,9,30,48,0.48861398
150,37,20,9,30,55,0.49609055
155,37,16,19,30,20,0.47874284
155,37,16,19,30,27,0.48719632
155,37,16,19,30,34,0.49723862
155,37,16,19,30,41,0.51417082
155,37,16,19,30,48,0.5328969
155,37,16,19,30,55,0.5517249
155,37,16,14,30,20,0.51333031
155,37,16,14,30,27,0.52446993
155,37,16,14,30,34,0.53532566
155,37,16,14,30,41,0.54875737
155,37,16,14,30,48,0.56064906
155,37,16,14,30,55,0.56958556
155,37,16,9,30,20,0.52712645
155,37,16,9,30,27,0.53630923
155,37,16,9,30,34,0.54373203
155,37,16,9,30,41,0.55177105
155,37,18,9,30,48,0.55744948
155,37,18,9,30,55,0.56044598
155,37,18,19,30,20,0.46090107
155,37,18,19,30,27,0.46516269
155,37,18,19,30,34,0.4734383
155,37,18,19,30,41,0.48735972
155,37,18,19,30,48,0.50593827
155,37,18,19,30,55,0.52727632
155,37,18,14,30,20,0.498999
155,37,18,14,30,27,0.50850784
155,37,18,14,30,34,0.52047434
155,37,18,14,30,41,0.53433934
155,37,18,14,30,48,0.5483103
155,37,18,14,30,55,0.56005725
155,37,18,9,30,20,0.51747762
155,37,18,9,30,27,0.52621062
155,37,18,9,30,34,0.53539996
155,37,18,9,30,41,0.54394468
155,37,18,9,30,48,0.55113215
155,37,18,9,30,55,0.55555133
155,37,20,19,30,20,0.44278066
155,37,20,19,30,27,0.44263949
155,37,20,19,30,34,0.4458082
155,37,20,19,30,41,0.4554621
155,37,20,19,30,48,0.47103233
155,37,20,19,30,55,0.49233853
155,37,20,14,30,20,0.48166083
155,37,20,14,30,27,0.48937976
155,37,20,14,30,34,0.50029418
155,37,20,14,30,41,0.51499504
155,37,20,14,30,48,0.53109795
155,37,20,14,30,55,0.54603206
155,37,20,9,30,20,0.50493784
155,37,20,9,30,27,0.51369109
155,37,20,9,30,34,0.52372045
155,37,20,9,30,41,0.53396337
155,37,20,9,30,48,0.54309715
155,37,20,9,30,55,0.5494269
140,37,16,19,40,20,0.26697405
140,37,16,19,40,27,0.27228134
140,37,16,19,40,34,0.28150135
140,37,16,19,40,41,0.29653867
140,37,16,19,40,48,0.31614836
140,37,16,19,40,55,0.33861162
140,37,16,14,40,20,0.27651181
140,37,16,14,40,27,0.2848164
140,37,16,14,40,34,0.29724206
140,37,16,14,40,41,0.31243625
140,37,16,14,40,48,0.32961293
140,37,16,14,40,55,0.34768045
140,37,16,9,40,20,0.27932498
140,37,16,9,40,27,0.28813553
140,37,16,9,40,34,0.29969142
140,37,16,9,40,41,0.31268006
140,37,18,9,40,48,0.32620513
140,37,18,9,40,55,0.33891649
140,37,18,19,40,20,0.25549513
140,37,18,19,40,27,0.25851447
140,37,18,19,40,34,0.26547513
140,37,18,19,40,41,0.27818708
140,37,18,19,40,48,0.29638184
140,37,18,19,40,55,0.31986687
140,37,18,14,40,20,0.26617272
140,37,18,14,40,27,0.27278205
140,37,18,14,40,34,0.28366008
140,37,18,14,40,41,0.29839444
140,37,18,14,40,48,0.31582875
140,37,18,14,40,55,0.33563069
140,37,18,9,40,20,0.27015979
140,37,18,9,40,27,0.27820157
140,37,18,9,40,34,0.28925146
140,37,18,9,40,41,0.30236639
140,37,18,9,40,48,0.31643951
140,37,18,9,40,55,0.33026701
140,37,20,19,40,20,0.24341749
140,37,20,19,40,27,0.24310137
140,37,20,19,40,34,0.24728515
140,37,20,19,40,41,0.25698669
140,37,20,19,40,48,0.27260762
140,37,20,19,40,55,0.29478615
140,37,20,14,40,20,0.25447835
140,37,20,14,40,27,0.25906969
140,37,20,14,40,34,0.26783802
140,37,20,14,40,41,0.28122918
140,37,20,14,40,48,0.2988299
140,37,20,14,40,55,0.31929883
140,37,20,9,40,20,0.26054505
140,37,20,9,40,27,0.26681357
140,37,20,9,40,34,0.277052
140,37,20,9,40,41,0.28993101
140,37,20,9,40,48,0.3048173
140,37,20,9,40,55,0.31961629
145,37,16,19,40,20,0.3639232
145,37,16,19,40,27,0.37100891
145,37,16,19,40,34,0.38273661
145,37,16,19,40,41,0.39893902
145,37,16,19,40,48,0.41990217
145,37,16,19,40,55,0.44183863
145,37,16,14,40,20,0.37964697
145,37,16,14,40,27,0.39002513
145,37,16,14,40,34,0.40389353
145,37,16,14,40,41,0.41932902
145,37,16,14,40,48,0.43598307
145,37,16,14,40,55,0.44969868
145,37,16,9,40,20,0.38267293
145,37,16,9,40,27,0.39263984
145,37,16,9,40,34,0.4043874
145,37,16,9,40,41,0.41540518
145,37,18,9,40,48,0.42546007
145,37,18,9,40,55,0.43153537
145,37,18,19,40,20,0.35057141
145,37,18,19,40,27,0.35522111
145,37,18,19,40,34,0.36414539
145,37,18,19,40,41,0.37830551
145,37,18,19,40,48,0.39817067
145,37,18,19,40,55,0.42116462
145,37,18,14,40,20,0.36732046
145,37,18,14,40,27,0.37661452
145,37,18,14,40,34,0.38971564
145,37,18,14,40,41,0.40562912
145,37,18,14,40,48,0.42378919
145,37,18,14,40,55,0.43997831
145,37,18,9,40,20,0.37292404
145,37,18,9,40,27,0.38220557
145,37,18,9,40,34,0.39465402
145,37,18,9,40,41,0.40691075
145,37,18,9,40,48,0.41887201
145,37,18,9,40,55,0.42642939
145,37,20,19,40,20,0.33677375
145,37,20,19,40,27,0.33823993
145,37,20,19,40,34,0.34348886
145,37,20,19,40,41,0.35393882
145,37,20,19,40,48,0.37118426
145,37,20,19,40,55,0.39314582
145,37,20,14,40,20,0.35384348
145,37,20,14,40,27,0.36092536
145,37,20,14,40,34,0.37234771
145,37,20,14,40,41,0.38765199
145,37,20,14,40,48,0.40698723
145,37,20,14,40,55,0.42555631
145,37,20,9,40,20,0.36124111
145,37,20,9,40,27,0.37021288
145,37,20,9,40,34,0.38256344
145,37,20,9,40,41,0.39554887
145,37,20,9,40,48,0.40935317
145,37,20,9,40,55,0.41981385
150,37,16,19,40,20,0.43020224
150,37,16,19,40,27,0.43769253
150,37,16,19,40,34,0.44954451
150,37,16,19,40,41,0.46659374
150,37,16,19,40,48,0.48786724
150,37,16,19,40,55,0.51102861
150,37,16,14,40,20,0.45729516
150,37,16,14,40,27,0.46892715
150,37,16,14,40,34,0.48303099
150,37,16,14,40,41,0.49841076
150,37,16,14,40,48,0.51341284
150,37,16,14,40,55,0.52574718
150,37,16,9,40,20,0.46742089
150,37,16,9,40,27,0.47767555
150,37,16,9,40,34,0.48851007
150,37,16,9,40,41,0.49779321
150,37,18,9,40,48,0.50521196
150,37,18,9,40,55,0.5094385
150,37,18,19,40,20,0.41460575
150,37,18,19,40,27,0.41887983
150,37,18,19,40,34,0.4273619
150,37,18,19,40,41,0.44171926
150,37,18,19,40,48,0.46188843
150,37,18,19,40,55,0.48672954
150,37,18,14,40,20,0.44301499
150,37,18,14,40,27,0.45337925
150,37,18,14,40,34,0.46711177
150,37,18,14,40,41,0.48334999
150,37,18,14,40,48,0.50059067
150,37,18,14,40,55,0.51629294
150,37,18,9,40,20,0.45639412
150,37,18,9,40,27,0.46706743
150,37,18,9,40,34,0.47867986
150,37,18,9,40,41,0.48984983
150,37,18,9,40,48,0.49899094
150,37,18,9,40,55,0.50525212
150,37,20,19,40,20,0.39960614
150,37,20,19,40,27,0.39995117
150,37,20,19,40,34,0.40357583
150,37,20,19,40,41,0.41303916
150,37,20,19,40,48,0.42935235
150,37,20,19,40,55,0.45292604
150,37,20,14,40,20,0.4272444
150,37,20,14,40,27,0.43524061
150,37,20,14,40,34,0.44717431
150,37,20,14,40,41,0.46337343
150,37,20,14,40,48,0.4823167
150,37,20,14,40,55,0.50150885
150,37,20,9,40,20,0.44378264
150,37,20,9,40,27,0.45395617
150,37,20,9,40,34,0.46604275
150,37,20,9,40,41,0.47882339
150,37,20,9,40,48,0.49064548
150,37,20,9,40,55,0.49954604
155,37,16,19,40,20,0.46748304
155,37,16,19,40,27,0.47522893
155,37,16,19,40,34,0.4879277
155,37,16,19,40,41,0.50610784
155,37,16,19,40,48,0.52871364
155,37,16,19,40,55,0.55198326
155,37,16,14,40,20,0.50598507
155,37,16,14,40,27,0.51843792
155,37,16,14,40,34,0.53326557
155,37,16,14,40,41,0.54861782
155,37,16,14,40,48,0.56328812
155,37,16,14,40,55,0.57407384
155,37,16,9,40,20,0.52276707
155,37,16,9,40,27,0.53331106
155,37,16,9,40,34,0.54359887
155,37,16,9,40,41,0.55234223
155,37,18,9,40,48,0.55870356
155,37,18,9,40,55,0.56120012
155,37,18,19,40,20,0.44960416
155,37,18,19,40,27,0.45333173
155,37,18,19,40,34,0.46187579
155,37,18,19,40,41,0.47715171
155,37,18,19,40,48,0.49873008
155,37,18,19,40,55,0.52411879
155,37,18,14,40,20,0.48941617
155,37,18,14,40,27,0.50047231
155,37,18,14,40,34,0.51526647
155,37,18,14,40,41,0.53231857
155,37,18,14,40,48,0.54976201
155,37,18,14,40,55,0.56411772
155,37,18,9,40,20,0.51101682
155,37,18,9,40,27,0.52196577
155,37,18,9,40,34,0.53366933
155,37,18,9,40,41,0.54441388
155,37,18,9,40,48,0.55281044
155,37,18,9,40,55,0.55731717
155,37,20,19,40,20,0.43364715
155,37,20,19,40,27,0.43257434
155,37,20,19,40,34,0.43488802
155,37,20,19,40,41,0.44405092
155,37,20,19,40,48,0.46091376
155,37,20,19,40,55,0.4852056
155,37,20,14,40,20,0.471091
155,37,20,14,40,27,0.47955723
155,37,20,14,40,34,0.49260527
155,37,20,14,40,41,0.50991354
155,37,20,14,40,48,0.52979983
155,37,20,14,40,55,0.54838847
155,37,20,9,40,20,0.49689162
155,37,20,9,40,27,0.50766868
155,37,20,9,40,34,0.52026913
155,37,20,9,40,41,0.533168
155,37,20,9,40,48,0.54445289
155,37,20,9,40,55,0.5516273
140,37,16,19,50,20,0.24412345
140,37,16,19,50,27,0.2509886
140,37,16,19,50,34,0.26377354
140,37,16,19,50,41,0.28397412
140,37,16,19,50,48,0.31106979
140,37,16,19,50,55,0.34387541
140,37,16,14,50,20,0.25923783
140,37,16,14,50,27,0.27081696
140,37,16,14,50,34,0.28829377
140,37,16,14,50,41,0.31116721
140,37,16,14,50,48,0.33710675
140,37,16,14,50,55,0.36402596
140,37,16,9,50,20,0.26788094
140,37,16,9,50,27,0.28086581
140,37,16,9,50,34,0.2983254
140,37,16,9,50,41,0.31872663
140,37,18,9,50,48,0.33945765
140,37,18,9,50,55,0.35868848
140,37,18,19,50,20,0.23222594
140,37,18,19,50,27,0.23531718
140,37,18,19,50,34,0.24505201
140,37,18,19,50,41,0.26164901
140,37,18,19,50,48,0.28682365
140,37,18,19,50,55,0.31906391
140,37,18,14,50,20,0.24651442
140,37,18,14,50,27,0.25555918
140,37,18,14,50,34,0.27104117
140,37,18,14,50,41,0.29216412
140,37,18,14,50,48,0.31854193
140,37,18,14,50,55,0.34737523
140,37,18,9,50,20,0.25647324
140,37,18,9,50,27,0.26782942
140,37,18,9,50,34,0.28459609
140,37,18,9,50,41,0.30462555
140,37,18,9,50,48,0.326713
140,37,18,9,50,55,0.34792533
140,37,20,19,50,20,0.21966534
140,37,20,19,50,27,0.21875921
140,37,20,19,50,34,0.2234866
140,37,20,19,50,41,0.23544122
140,37,20,19,50,48,0.25666055
140,37,20,19,50,55,0.28621391
140,37,20,14,50,20,0.23336024
140,37,20,14,50,27,0.23839498
140,37,20,14,50,34,0.25058622
140,37,20,14,50,41,0.26896575
140,37,20,14,50,48,0.2944605
140,37,20,14,50,55,0.32453879
140,37,20,9,50,20,0.24407698
140,37,20,9,50,27,0.25306961
140,37,20,9,50,34,0.26795103
140,37,20,9,50,41,0.28716074
140,37,20,9,50,48,0.31008854
140,37,20,9,50,55,0.33355223
145,37,16,19,50,20,0.34689338
145,37,16,19,50,27,0.3555765
145,37,16,19,50,34,0.36972109
145,37,16,19,50,41,0.39004932
145,37,16,19,50,48,0.41631471
145,37,16,19,50,55,0.44457002
145,37,16,14,50,20,0.36531814
145,37,16,14,50,27,0.37868545
145,37,16,14,50,34,0.39674732
145,37,16,14,50,41,0.41756208
145,37,16,14,50,48,0.4393851
145,37,16,14,50,55,0.45783736
145,37,16,9,50,20,0.37133305
145,37,16,9,50,27,0.38452976
145,37,16,9,50,34,0.40026124
145,37,16,9,50,41,0.41532769
145,37,18,9,50,48,0.42842822
145,37,18,9,50,55,0.43658524
145,37,18,19,50,20,0.33299918
145,37,18,19,50,27,0.33859895
145,37,18,19,50,34,0.34935612
145,37,18,19,50,41,0.36623135
145,37,18,19,50,48,0.39074907
145,37,18,19,50,55,0.41945195
145,37,18,14,50,20,0.35162493
145,37,18,14,50,27,0.36306141
145,37,18,14,50,34,0.37997276
145,37,18,14,50,41,0.40064903
145,37,18,14,50,48,0.42433881
145,37,18,14,50,55,0.44598943
145,37,18,9,50,20,0.36004319
145,37,18,9,50,27,0.37273713
145,37,18,9,50,34,0.388853
145,37,18,9,50,41,0.40552429
145,37,18,9,50,48,0.42106588
145,37,18,9,50,55,0.43192379
145,37,20,19,50,20,0.3189092
145,37,20,19,50,27,0.32084583
145,37,20,19,50,34,0.3270633
145,37,20,19,50,41,0.33905748
145,37,20,19,50,48,0.35906987
145,37,20,19,50,55,0.38587799
145,37,20,14,50,20,0.3363264
145,37,20,14,50,27,0.34505962
145,37,20,14,50,34,0.35926376
145,37,20,14,50,41,0.37872769
145,37,20,14,50,48,0.40313034
145,37,20,14,50,55,0.42811621
145,37,20,9,50,20,0.3467952
145,37,20,9,50,27,0.35828251
145,37,20,9,50,34,0.37433788
145,37,20,9,50,41,0.3918503
145,37,20,9,50,48,0.41012719
145,37,20,9,50,55,0.42441397
150,37,16,19,50,20,0.41831429
150,37,16,19,50,27,0.42654411
150,37,16,19,50,34,0.43980778
150,37,16,19,50,41,0.45913873
150,37,16,19,50,48,0.48447707
150,37,16,19,50,55,0.51162297
150,37,16,14,50,20,0.44654075
150,37,16,14,50,27,0.46013844
150,37,16,14,50,34,0.47729226
150,37,16,14,50,41,0.49575649
150,37,16,14,50,48,0.51434389
150,37,16,14,50,55,0.5288067
150,37,16,9,50,20,0.45840279
150,37,16,9,50,27,0.47077161
150,37,16,9,50,34,0.4841264
150,37,16,9,50,41,0.49508519
150,37,18,9,50,48,0.50358418
150,37,18,9,50,55,0.50740729
150,37,18,19,50,20,0.40311161
150,37,18,19,50,27,0.40778789
150,37,18,19,50,34,0.4169342
150,37,18,19,50,41,0.43242033
150,37,18,19,50,48,0.45565132
150,37,18,19,50,55,0.48404005
150,37,18,14,50,20,0.43146569
150,37,18,14,50,27,0.44344867
150,37,18,14,50,34,0.45958622
150,37,18,14,50,41,0.47896126
150,37,18,14,50,48,0.50024428
150,37,18,14,50,55,0.51897868
150,37,18,9,50,20,0.44659418
150,37,18,9,50,27,0.45916405
150,37,18,9,50,34,0.47378076
150,37,18,9,50,41,0.48717601
150,37,18,9,50,48,0.49843605
150,37,18,9,50,55,0.50497637
150,37,20,19,50,20,0.38866467
150,37,20,19,50,27,0.38925106
150,37,20,19,50,34,0.39295642
150,37,20,19,50,41,0.40243534
150,37,20,19,50,48,0.42031801
150,37,20,19,50,55,0.44614091
150,37,20,14,50,20,0.41467697
150,37,20,14,50,27,0.42356214
150,37,20,14,50,34,0.43736494
150,37,20,14,50,41,0.45597756
150,37,20,14,50,48,0.47908363
150,37,20,14,50,55,0.50203601
150,37,20,9,50,20,0.43240973
150,37,20,9,50,27,0.44456043
150,37,20,9,50,34,0.45962526
150,37,20,9,50,41,0.47502174
150,37,20,9,50,48,0.48955619
150,37,20,9,50,55,0.49988103
155,37,16,19,50,20,0.46006744
155,37,16,19,50,27,0.46790385
155,37,16,19,50,34,0.47990725
155,37,16,19,50,41,0.50054811
155,37,16,19,50,48,0.52582799
155,37,16,19,50,55,0.55214248
155,37,16,14,50,20,0.49848732
155,37,16,14,50,27,0.51225389
155,37,16,14,50,34,0.52820457
155,37,16,14,50,41,0.54704286
155,37,16,14,50,48,0.56403437
155,37,16,14,50,55,0.57600244
155,37,16,9,50,20,0.5161654
155,37,16,9,50,27,0.52833778
155,37,16,9,50,34,0.53976371
155,37,16,9,50,41,0.55012811
155,37,18,9,50,48,0.55655966
155,37,18,9,50,55,0.55814455
155,37,18,19,50,20,0.44244453
155,37,18,19,50,27,0.44602994
155,37,18,19,50,34,0.45451234
155,37,18,19,50,41,0.46960201
155,37,18,19,50,48,0.49287855
155,37,18,19,50,55,0.52061747
155,37,18,14,50,20,0.48062206
155,37,18,14,50,27,0.49285463
155,37,18,14,50,34,0.50934343
155,37,18,14,50,41,0.52852344
155,37,18,14,50,48,0.54892512
155,37,18,14,50,55,0.5654603
155,37,18,9,50,20,0.50304735
155,37,18,9,50,27,0.51568154
155,37,18,9,50,34,0.529481
155,37,18,9,50,41,0.54165062
155,37,18,9,50,48,0.55101185
155,37,18,9,50,55,0.5550558
155,37,20,19,50,20,0.4288015
155,37,20,19,50,27,0.4275892
155,37,20,19,50,34,0.42824078
155,37,20,19,50,41,0.43735816
155,37,20,19,50,48,0.4541414
155,37,20,19,50,55,0.47887951
155,37,20,14,50,20,0.462825
155,37,20,14,50,27,0.47183593
155,37,20,14,50,34,0.48468704
155,37,20,14,50,41,0.50455399
155,37,20,14,50,48,0.52747028
155,37,20,14,50,55,0.54894629
155,37,20,9,50,20,0.48866788
155,37,20,9,50,27,0.50091634
155,37,20,9,50,34,0.51476028
155,37,20,9,50,41,0.53058041
155,37,20,9,50,48,0.54347393
155,37,20,9,50,55,0.55119426
140,40,16,19,30,20,0.26823672
140,40,16,19,30,27,0.26861198
140,40,16,19,30,34,0.27184537
140,40,16,19,30,41,0.27873209
140,40,16,19,30,48,0.28998312
140,40,16,19,30,55,0.30535503
140,40,16,14,30,20,0.29869699
140,40,16,14,30,27,0.30268507
140,40,16,14,30,34,0.30997797
140,40,16,14,30,41,0.31944295
140,40,16,14,30,48,0.33261861
140,40,16,14,30,55,0.3470893
140,40,16,9,30,20,0.30991794
140,40,16,9,30,27,0.31544332
140,40,16,9,30,34,0.32250218
140,40,16,9,30,41,0.33102832
140,40,18,9,30,48,0.34135126
140,40,18,9,30,55,0.35160876
140,40,18,19,30,20,0.25292504
140,40,18,19,30,27,0.25123813
140,40,18,19,30,34,0.25235328
140,40,18,19,30,41,0.25700088
140,40,18,19,30,48,0.26632778
140,40,18,19,30,55,0.28015396
140,40,18,14,30,20,0.28633713
140,40,18,14,30,27,0.28956758
140,40,18,14,30,34,0.2956836
140,40,18,14,30,41,0.30440331
140,40,18,14,30,48,0.31727148
140,40,18,14,30,55,0.33192426
140,40,18,9,30,20,0.30070778
140,40,18,9,30,27,0.30574709
140,40,18,9,30,34,0.31273321
140,40,18,9,30,41,0.32082833
140,40,18,9,30,48,0.33196121
140,40,18,9,30,55,0.34266442
140,40,20,19,30,20,0.23657594
140,40,20,19,30,27,0.23241271
140,40,20,19,30,34,0.2303031
140,40,20,19,30,41,0.23200202
140,40,20,19,30,48,0.23779482
140,40,20,19,30,55,0.2490286
140,40,20,14,30,20,0.27254452
140,40,20,14,30,27,0.27419004
140,40,20,14,30,34,0.27856074
140,40,20,14,30,41,0.28584636
140,40,20,14,30,48,0.29757933
140,40,20,14,30,55,0.31283499
140,40,20,9,30,20,0.29093608
140,40,20,9,30,27,0.29457775
140,40,20,9,30,34,0.30124025
140,40,20,9,30,41,0.30889199
140,40,20,9,30,48,0.3201223
140,40,20,9,30,55,0.33166009
145,40,16,19,30,20,0.34184807
145,40,16,19,30,27,0.34268448
145,40,16,19,30,34,0.34635412
145,40,16,19,30,41,0.35405345
145,40,16,19,30,48,0.36622073
145,40,16,19,30,55,0.38304065
145,40,16,14,30,20,0.38261527
145,40,16,14,30,27,0.38969834
145,40,16,14,30,34,0.39973426
145,40,16,14,30,41,0.41198846
145,40,16,14,30,48,0.42778712
145,40,16,14,30,55,0.44364355
145,40,16,9,30,20,0.3988142
145,40,16,9,30,27,0.40697994
145,40,16,9,30,34,0.41674768
145,40,16,9,30,41,0.42645079
145,40,18,9,30,48,0.43744649
145,40,18,9,30,55,0.44635613
145,40,18,19,30,20,0.32620873
145,40,18,19,30,27,0.32462844
145,40,18,19,30,34,0.32520791
145,40,18,19,30,41,0.32943229
145,40,18,19,30,48,0.33821841
145,40,18,19,30,55,0.351726
145,40,18,14,30,20,0.36868407
145,40,18,14,30,27,0.37427374
145,40,18,14,30,34,0.38307662
145,40,18,14,30,41,0.39459204
145,40,18,14,30,48,0.41036464
145,40,18,14,30,55,0.42742012
145,40,18,9,30,20,0.38861495
145,40,18,9,30,27,0.39646858
145,40,18,9,30,34,0.40633546
145,40,18,9,30,41,0.41626683
145,40,18,9,30,48,0.42870712
145,40,18,9,30,55,0.43879121
145,40,20,19,30,20,0.31063065
145,40,20,19,30,27,0.30631597
145,40,20,19,30,34,0.30303738
145,40,20,19,30,41,0.30300645
145,40,20,19,30,48,0.30614907
145,40,20,19,30,55,0.31446608
145,40,20,14,30,20,0.35300452
145,40,20,14,30,27,0.35632115
145,40,20,14,30,34,0.36270492
145,40,20,14,30,41,0.3728002
145,40,20,14,30,48,0.38757966
145,40,20,14,30,55,0.40492143
145,40,20,9,30,20,0.37668886
145,40,20,9,30,27,0.38357886
145,40,20,9,30,34,0.39301133
145,40,20,9,30,41,0.40357191
145,40,20,9,30,48,0.41701593
145,40,20,9,30,55,0.42867275
150,40,16,19,30,20,0.38829423
150,40,16,19,30,27,0.38741481
150,40,16,19,30,34,0.38961735
150,40,16,19,30,41,0.39693044
150,40,16,19,30,48,0.40820835
150,40,16,19,30,55,0.4268656
150,40,16,14,30,20,0.44470117
150,40,16,14,30,27,0.45250371
150,40,16,14,30,34,0.464201
150,40,16,14,30,41,0.47867611
150,40,16,14,30,48,0.49541089
150,40,16,14,30,55,0.51332449
150,40,16,9,30,20,0.47341114
150,40,16,9,30,27,0.48280903
150,40,16,9,30,34,0.49383024
150,40,16,9,30,41,0.50413067
150,40,18,9,30,48,0.51462184
150,40,18,9,30,55,0.52294201
150,40,18,19,30,20,0.37303895
150,40,18,19,30,27,0.36912056
150,40,18,19,30,34,0.36700514
150,40,18,19,30,41,0.36882579
150,40,18,19,30,48,0.37461929
150,40,18,19,30,55,0.38821587
150,40,18,14,30,20,0.42824381
150,40,18,14,30,27,0.43405372
150,40,18,14,30,34,0.44396157
150,40,18,14,30,41,0.4574168
150,40,18,14,30,48,0.47431079
150,40,18,14,30,55,0.49416544
150,40,18,9,30,20,0.46139647
150,40,18,9,30,27,0.47034617
150,40,18,9,30,34,0.48189279
150,40,18,9,30,41,0.49331055
150,40,18,9,30,48,0.50523652
150,40,18,9,30,55,0.51584062
150,40,20,19,30,20,0.36013812
150,40,20,19,30,27,0.35331573
150,40,20,19,30,34,0.34622633
150,40,20,19,30,41,0.34222774
150,40,20,19,30,48,0.34017398
150,40,20,19,30,55,0.34502203
150,40,20,14,30,20,0.41033192
150,40,20,14,30,27,0.41315815
150,40,20,14,30,34,0.41955872
150,40,20,14,30,41,0.4307499
150,40,20,14,30,48,0.44626177
150,40,20,14,30,55,0.46667944
150,40,20,9,30,20,0.44712341
150,40,20,9,30,27,0.45512539
150,40,20,9,30,34,0.46636499
150,40,20,9,30,41,0.47859111
150,40,20,9,30,48,0.49236286
150,40,20,9,30,55,0.50539113
155,40,16,19,30,20,0.40965334
155,40,16,19,30,27,0.40716484
155,40,16,19,30,34,0.40794822
155,40,16,19,30,41,0.41513474
155,40,16,19,30,48,0.42670939
155,40,16,19,30,55,0.44612411
155,40,16,14,30,20,0.48015489
155,40,16,14,30,27,0.48918657
155,40,16,14,30,34,0.50191423
155,40,16,14,30,41,0.51875363
155,40,16,14,30,48,0.53721231
155,40,16,14,30,55,0.55559552
155,40,16,9,30,20,0.52150194
155,40,16,9,30,27,0.53209536
155,40,16,9,30,34,0.54342696
155,40,16,9,30,41,0.55470745
155,40,18,9,30,48,0.56504749
155,40,18,9,30,55,0.57250638
155,40,18,19,30,20,0.39537679
155,40,18,19,30,27,0.38915415
155,40,18,19,30,34,0.3841813
155,40,18,19,30,41,0.38404435
155,40,18,19,30,48,0.38798261
155,40,18,19,30,55,0.40071004
155,40,18,14,30,20,0.46110789
155,40,18,14,30,27,0.467505
155,40,18,14,30,34,0.47789508
155,40,18,14,30,41,0.49365054
155,40,18,14,30,48,0.51263132
155,40,18,14,30,55,0.53378917
155,40,18,9,30,20,0.50770228
155,40,18,9,30,27,0.51814821
155,40,18,9,30,34,0.53031113
155,40,18,9,30,41,0.5429666
155,40,18,9,30,48,0.55534539
155,40,18,9,30,55,0.56517181
155,40,20,19,30,20,0.38615295
155,40,20,19,30,27,0.37630134
155,40,20,19,30,34,0.36585275
155,40,20,19,30,41,0.35788249
155,40,20,19,30,48,0.3516698
155,40,20,19,30,55,0.35254505
155,40,20,14,30,20,0.44100407
155,40,20,14,30,27,0.44332155
155,40,20,14,30,34,0.44923734
155,40,20,14,30,41,0.46203335
155,40,20,14,30,48,0.47920931
155,40,20,14,30,55,0.50143304
155,40,20,9,30,20,0.49073578
155,40,20,9,30,27,0.50017754
155,40,20,9,30,34,0.51215685
155,40,20,9,30,41,0.52629289
155,40,20,9,30,48,0.54105832
155,40,20,9,30,55,0.55395946
140,40,16,19,40,20,0.23362433
140,40,16,19,40,27,0.2334728
140,40,16,19,40,34,0.23779165
140,40,16,19,40,41,0.24773696
140,40,16,19,40,48,0.262835
140,40,16,19,40,55,0.28475257
140,40,16,14,40,20,0.26906403
140,40,16,14,40,27,0.27562375
140,40,16,14,40,34,0.28638935
140,40,16,14,40,41,0.30245773
140,40,16,14,40,48,0.32292939
140,40,16,14,40,55,0.34570116
140,40,16,9,40,20,0.28962162
140,40,16,9,40,27,0.29889668
140,40,16,9,40,34,0.31175136
140,40,16,9,40,41,0.32709551
140,40,18,9,40,48,0.34512399
140,40,18,9,40,55,0.36270738
140,40,18,19,40,20,0.21909745
140,40,18,19,40,27,0.21614175
140,40,18,19,40,34,0.21703681
140,40,18,19,40,41,0.22302803
140,40,18,19,40,48,0.2358393
140,40,18,19,40,55,0.25460729
140,40,18,14,40,20,0.25500869
140,40,18,14,40,27,0.25932032
140,40,18,14,40,34,0.26831987
140,40,18,14,40,41,0.28199608
140,40,18,14,40,48,0.30187231
140,40,18,14,40,55,0.32497609
140,40,18,9,40,20,0.2779014
140,40,18,9,40,27,0.28578278
140,40,18,9,40,34,0.29787697
